1,Protect hackers cyber tips 
1,Protect hackers cyber tips 
1,Protect hackers cyber tips 
2,Wow kinda astonishing happened level executive branch opsec Hackers mustve wanted 
1,Protect hackers cyber tips 
3,age bit long interesting 
3,CIA Mulls Pulling Spies China Massive OPM Hack Compromised American Identities 
1,start end 
3,Credit monitoring contract OPM breach coming 
4,Class actions data breaches horizon 
0,China hack Info combined 
1,Protect hackers cyber tips 
3,people affected dyed wool Liberals LifeLock Amazing Obamaadmin eat 
1,Reading Intel chief Lack OPM response makes hackers bolder bolder 
0,Admin decision attribute China suggests operating position strength 
2,intel community named cyber threats strategic risk ready 
0,Director National Intelligence agrees refusal blame China strategic mistake 
1,July Newsletter Coverage Cybersecurity Awareness Month Announcement Fellows Pics http 
1,Reading Feds move consolidate OPM hack lawsuits 
4,wanted change hashtag caught 
4,warns fingerprint records compromised affect biometric shift 
0,workforce role NOVA radio online 
1,July Newsletter Coverage Cybersecurity Awareness Month Announcement Fellows Pics http 
1,Reading Feds move consolidate OPM hack lawsuits 
4,wanted change hashtag caught 
1,July Newsletter Coverage Cybersecurity Awareness Month Announcement Fellows Pics http 
1,Reading Feds move consolidate OPM hack lawsuits 
0,lot report titled Handing Keys Castle http 
4,wanted change hashtag caught 
4,wanted change hashtag caught 
1,Protect hackers cyber tips 
4,wanted change hashtag caught 
1,hack related Time fresh posture 
4,notified info compromised gov cyber security 
2,answer questions htt 
2,answer questions htt 
2,answer questions 
1,case boost 
4,wanted change hashtag caught EMOTSMILEY 
1,case boost 
1,Protect hackers cyber tips 
0,lot report titled Handing Keys Castle http 
0,lot report titled Handing Keys Castle http 
4,lot report titled Handing Keys Castle 
1,Protect hackers cyber tips 
1,Reading Feds move consolidate OPM hack lawsuits 
0,chief intelligence corr Catherine Herridge talks fallout Listen 
1,July Newsletter Coverage Cybersecurity Awareness Month Announcement Fellows Pics http 
1,White House personnel agency fee based funding compromise key missions OPINION 
3,report OPM breach 
3,report OPM breach 
1,White House personnel agency fee based funding compromise key missions OPINION 
1,Reading Feds move consolidate OPM hack lawsuits 
0,Interview today latest govt review implications fed empl pmET pmPST 
1,July Newsletter Coverage Cybersecurity Awareness Month Announcement Fellows Pics http 
3,Chinese hackers OPM megabreach pwned United Airlines 
4,PSC calls protect million victims Read statement letter 
2,future proofed continual failure realm long time 
4,PSC calls protect million victims Read statement letter 
2,future proofed continual failure realm long time 
4,PSC calls protect million victims Read statement letter 
1,reportedly lessons learned helped 
4,Lessons learned theOPM data breach avoid hacked 
2,Wow kinda astonishing happened level executive branch opsec Hackers mustve wanted 
2,Wow kinda astonishing happened level executive branch opsec Hackers mustve wanted 
2,Wow kinda astonishing happened level executive branch opsec Hackers mustve wanted 
3,credit monitoring BPA RFQ coming week awards mid August 
1,Protect hackers cyber tips 
4,Lessons learned theOPM data breach avoid hacked 
1,Reading Feds Signed Post Hack Protections Anticipated 
2,needed 
1,United Airlines Hacked Chinese Hackers Accused OPM Hack 
1,United Airlines Hacked Chinese Hackers Accused OPM Hack 
1,Protect hackers cyber tips 
1,hack Dulles hub closest airport hqrs hurts intel 
2,Hope set contractors 
2,legislative threats writes 
0,United Airlines breached Chinese attack 
1,July Newsletter Coverage Cybersecurity Awareness Month Announcement Fellows Pics http 
1,Reading Intel chief Lack OPM response makes hackers bolder bolder 
0,United Airlines group 
1,Reading Intel chief Lack OPM response makes hackers bolder bolder 
3,culture transparency applied wrong areas government 
4,called glitch Airline hacked Chinese 
4,called glitch Airline hacked Chinese 
1,July Newsletter Coverage Cybersecurity Awareness Month Announcement Fellows Pics 
1,Reading Feds move consolidate OPM hack lawsuits 
1,Protect hackers cyber tips 
4,people impacted data 
1,Reading Feds move consolidate OPM hack lawsuits 
1,Protect hackers cyber tips 
1,Reading Feds move consolidate OPM hack lawsuits 
1,Protect hackers cyber tips 
4,CRS report Cyber Intrusion Office Personnel Management 
4,Data compromised alleged 
2,wake debate Huntonprivacy Bacon Juliaangwin Torproject Krauss archive 
2,wake debate Bacon Krauss archive 
1,bad OPM hack hack super mega bad United Hacked China 
3,Intel chief Lack OPM response makes hackers bolder bolder TheHill 
3,group develop profile people 
0,nexus btwn Chinese implications 
2,intel community warn basically deterrence 
2,Focus perfectly illustrates amorality lack perspective 
2,Focus perfectly illustrates amorality lack perspective 
2,Focus perfectly illustrates amorality lack perspective seriousness West 
2,outrage bad Snowden 
0,China building giant database data hacks 
1,interesting NYTimes reported July hack OPM occurred March began Sam 
1,clear hackers penetrated agency systems lot clearer 
1,Reading Dave Johnson FTC calls talk 
0,China building giant database data hacks 
4,CRS report Cyber Intrusion Office Personnel Management 
4,CRS report Cyber Intrusion Office Personnel Management 
4,Mark 
1,free tool prevented 
2,gettin cheese time knees time 
1,clear hackers penetrated agency systems lot clearer 
1,interesting NYTimes reported July hack OPM occurred March began hack 
4,Fed judge criticize LOCK ability maintain secure personal identifiable information 
1,OPM breach teaches tightening security systems 
3,Note month long breach Postal Service takes photo piece mail 
0,China building giant database data hacks 
1,Alert impersonators offer victims 
2,replicate replace fingerprints 
3,increase federal 
0,Hackers tied breached United Airlines time 
4,Bill Mandate Agencies Fed Einstein Program Hacked 
2,Siempre maravillará cómo produjo subcontratando empresas chinas 
1,Grade panel forum Rethinking Cyber Espionage audience thinks policy 
4,compromised paperwork Fuck 
1,Sigh hack 
1,United Airlines Breach Linked Chinese Origin Hackers OPM Cyber Attack 
1,United Airlines Breach Linked Chinese Origin Hackers OPM Cyber Attack 
1,United Airlines Breach Linked Chinese Origin Hackers OPM Cyber Attack 
1,United Airlines Breach Linked Chinese Origin Hackers OPM Cyber Attack 
2,Searching passenger manifest names gleaned 
2,eye opener putting focus strong policies defense 
3,government preparing contract offer services million OPM hack victims 
1,wait approach OPM hack 
1,Reading Theft Prevention Protect OPM Hack Victims Top Democrat 
1,Wow reached point finally major scandal 
0,Reading China Tied Hackers Hit Breach United Airlines 
1,GSA delays contract services protect victims 
3,government preparing contract offer services million OPM hack victims 
3,administration decides blame publicly 
4,invite 
1,Protect hackers cyber tips 
3,group breached summer 
4,warns fingerprint records compromised affect biometric shift 
2,group target 
4,vendor access data pending Act Mod 
2,failure priorities linked multiple decisions originating 
0,iDo prevented ppl mad trust govt 
0,victims 
4,responded hacker PPL compromise 
2,yep 
1,Reading Free Tool Stopped OPM Hack 
0,peak inside Chinese intelligence community make dangerous 
1,Reading feds worry Chinese hack 
1,Reading feds worry Chinese hack 
1,Watch Jim Penrose EVP cyber intel discussing 
0,Hackers tied breached United Airlines time 
0,Alert impersonate offer victims http 
1,GSA delays contract services protect victims Glad friends tip consumers risk 
1,Protect hackers cyber tips 
0,COBOL proven reliability strengths commentary NetIQ 
1,victims wait Sept sign free credit monitoring theft protection 
3,hired Ethan Fed employees needworry aft 
1,Factsheet 
0,Hackers tied breached United Airlines time 
1,real consequence logical step fallout 
2,eye opener putting focus strong policies defense 
2,eye opener putting focus strong policies defense 
2,eye opener putting focus strong policies defense 
3,Intrusion OPM aka Close LINK 
3,Targeting OPM Hackers Moved United 
3,Targeting OPM Hackers Moved United 
2,eye opener putting focus strong policies defense 
2,eye opener putting focus strong policies defense 
2,season begins 
1,Tracking travelers theft airline records detected raises safety concerns 
1,Intrusion OPM aka National Security Implications 
0,Hackers tied breached United Airlines time 
3,decision shut electronic government system create backlogs 
1,Intrusion OPM aka National Security Cite 
2,season begins 
0,Hackers tied breached United Airlines time 
3,Good people people happen punished 
1,Intrusion OPM aka National Security Implications 
0,Hackers tied breached United Airlines time 
1,Intrusion OPM aka National Security Implications 
1,OOfah hackers tied breached United Airlines time Protect Americans 
2,OOfah hackers tied breached Airlines time 
4,hits coming Stolen fingerprints blown spy covers risks nat security Chinese 
4,hits coming Stolen fingerprints blown spy covers risks nat security Chinese 
4,hits coming Stolen fingerprints blown spy covers risks nat security Chinese 
3,Result Wrong Incentives Federal Government READ 
0,Director National Intelligence agrees refusal blame China strategic mistake 
2,INTEL update 
1,real consequence logical step fallout 
3,Good people people happen punished 
3,Good people people happen punished 
1,victims wait Sept sign free credit monitoring theft protection 
0,dangers covert govt workers overseas explains LISTEN 
0,dangers covert govt workers overseas explains LISTEN 
0,Director National Intelligence agrees refusal blame China strategic mistake 
0,lost Generation Spies pull Agents China 
2,yeah Intel chief Lack response makes hackers bolder bolder 
2,Blaming STRATEGIC error 
1,victims wait Sept sign free credit monitoring theft protection 
0,Director National Intelligence agrees refusal blame China strategic mistake 
0,Director National Intelligence agrees refusal blame China strategic mistake 
0,Director National Intelligence agrees refusal blame China strategic mistake 
0,Director Nat Intelligence Admins refusal blame China Strategic Error 
0,Director National Intelligence agrees refusal blame China strategic mistake 
1,Wow reached point finally major scandal 
1,Top popular tags 
1,Wow reached point finally major scandal 
1,Wow reached point finally major scandal 
1,Wow reached point finally major scandal 
1,Wow reached point finally major scandal 
1,Wow reached point finally major scandal 
1,Wow reached point finally major scandal 
1,Wow reached point finally major scandal 
1,Wow reached point finally major scandal 
1,Wow reached point finally major scandal 
1,BREAKING UAL attack potential ties close 
0,Quandary http 
0,Quandary http 
4,Quandary 
4,bad Free hacks sell high price Options raw data analytics 
1,Thee case study hack 
1,start common nations attack lose entire databases latest 
0,dangers covert govt workers overseas explains LISTEN 
0,dangers covert govt workers overseas explains LISTEN 
0,dangers covert govt workers overseas explains LISTEN 
2,Dear lead 
3,week Scattered Castles database connection 
2,prime 
3,unclassified Reason Excited PLA HindenburgServ 
4,warns fingerprint records compromised affect biometric shift 
0,workforce role NOVA radio online 
4,warns fingerprint records compromised affect biometric shift 
0,workforce role NOVA radio online 
0,workforce role NOVA radio online 
4,warns fingerprint records compromised affect biometric shift 
0,workforce role NOVA radio online 
0,workforce role NOVA radio online 
4,warns fingerprint records compromised affect biometric shift 
3,alarm bells louder 
0,Reading Senator blasts Obama blaming China OPM hack 
0,Reading Senator blasts Obama blaming China OPM hack 
3,OPM Hack Shows Cyber security Weak Government 
2,outrage bad Snowden 
1,Feds Signed Post Protections Anticipated 
1,Feds Signed Post Protections Anticipated 
1,Feds Signed Post Protections Anticipated 
0,Alert impersonate offer victims http 
0,proven reliability strengths commentary NetIQ 
0,Director National Intelligence agrees refusal blame China strategic mistake 
2,yeah Intel chief Lack response makes hackers bolder bolder 
0,Alert impersonate offer victims http 
0,proven reliability strengths commentary NetIQ 
1,Alert impersonate offer victims 
2,Theory police officers instructed deny existence unique Officer numbers disclose 
0,Lost Generation Spies Refuses overwhelming proof 
0,Lost Generation Spies Refuses overwhelming proof 
0,Director National Intelligence agrees refusal blame China strategic mistake 
0,Lost Generation Spies Refuses overwhelming proof 
0,Congress pay costs emergency appropriations http 
0,Director National Intelligence agrees refusal blame China strategic mistake 
0,Director National Intelligence agrees refusal blame China strategic mistake 
0,Director National Intelligence agrees refusal blame China strategic mistake 
1,CRS Cyber Intrusion Office Personnel Management pdf Jul Finklea 
0,response china special email server intel accountability 
2,season begins 
4,CRS full report 
0,pull spies China leaks spies big data analysis target 
4,riight USG NATSEC LOL 
0,LOL big bad threat natsec USG totally left barn door open 
2,CFIUS disapprove Micron deal obliquely reference Time real impact asymmetric response https 
0,potential implications spies China Read 
1,improve Watch video 
0,potential implications spies China Read 
2,season begins 
2,season begins 
0,lifetime theft protection victims calls waste money http 
0,John Carlin figure afraid 
0,Top Hacker Mike Reyes Govt agencies 
2,CFIUS disapprove Micron deal obliquely reference Time real impact asymmetric response https 
2,CFIUS disapprove Micron deal obliquely reference Time real impact asymmetric response 
2,usher era risk based compliance public sector hope 
4,officials compromise sensitive data 
0,potential implications spies China Read 
0,potential implications spies China Read 
1,Reading oped Kettl Plugging Cyber Breach Biggest Problem 
1,lifetime theft protection victims calls waste money 
3,Reading Rep Hoyer sees path lifetime protections OPM breach victims 
3,Reading Rep Hoyer sees path lifetime protections OPM breach victims 
4,originally reported multiple sources Identity Theft 
0,Nailed potential outcome month ago 
3,Astonishing real reason Refuses Confront 
0,Lost Generation Spies Refuses overwhelming proof 
1,cost protect victims 
0,Lost Generation Spies Refuses overwhelming proof 
0,Lost Generation Spies Refuses overwhelming proof 
0,Lost Generation Spies Refuses overwhelming proof 
0,Lost Generation Spies Refuses overwhelming proof 
0,Lost Generation Spies Refuses overwhelming proof 
0,Lost Generation Spies Refuses overwhelming proof 
0,people China start China 
4,Major Breach Hacked Feds Lose Massive Data 
4,Major Breach Hacked Feds Lose Massive Data 
3,Astonishing real reason Refuses Confront 
1,Glad back news thought hack stay longer Longer hoped 
2,nuanced analysis context PRCIS intelligence push 
2,nuanced analysis context PRCIS intelligence push 
0,White House refuses blame China refusal strategic mistake Column 
3,Damage OPM Hackers Million Fingerprints 
4,data security guy musings OPM data breach train wreck 
0,COMPARISON 
0,COMPARISON 
0,COMPARISON 
2,CIA spies covers blown 
0,Admin decision attribute China suggests operating position strength 
1,Agree prime cyber target 
1,Agree prime cyber target 
2,intel community named cyber threats strategic risk ready 
0,Admin decision attribute China suggests operating position strength 
1,Sasse making argument weeks revealed broader national security concern http 
0,Admin decision attribute China suggests operating position strength 
4,Fears Data Stolen Chinese Hacker Identify Spies 
1,Sasse making argument weeks revealed broader national security concern 
0,Admin decision attribute China suggests operating position strength 
3,Sir make issue state Hope feeling fighting 
4,Reading Anonymous hacks Census Bureau exposing feds data 
0,Admin decision attribute China suggests operating position strength 
1,Feds Imposters scammers dupe millions victims 
3,breach Sylvia Burns weighs 
4,CIA worried spies Beijing compromised 
0,Admin decision attribute China suggests operating position strength 
4,CIA worried spies Beijing compromised 
0,people China start China 
0,Admin decision attribute China suggests operating position strength 
0,Admin decision attribute China suggests operating position strength 
1,Cyber security protecting left trust lost 
4,CIA worried spies Beijing compromised 
4,CIA worried spies Beijing compromised 
0,Admin decision attribute China suggests operating position strength 
1,Agree prime cyber target 
1,Agree prime cyber target 
1,fix Allen fmr stronger deterrence 
3,OPM Breaches Impact Legislation 
3,UPDATE OPM Qip back 
0,Admin decision attribute China suggests operating position strength 
1,Reading Senate Panel Approves Years Protection Services Hack Victims 
0,Admin decision attribute China suggests operating position strength 
0,Admin decision attribute China suggests operating position strength 
3,Pretending Encryption Saved UCLA OPM 
0,declining blame China abandon core tenant cyber deterrence theory public attribution 
2,Fmr NSADIR Michael Haydn head NSA heartbeat 
0,call China 
0,Clapper expresses grudging admiration spy agencies governments 
0,Obama Poor Judgment Led Chinese Hack 
0,Congress pay costs emergency appropriations http 
1,post simply COBOL Gov efficiency Emphasizes part oxyMORON 
2,car keys analogy article Cool 
2,car keys analogy article Cool 
3,Understand reasoning hand encryption keys Government safe 
1,mulls pulling 
2,Employees Deserve Answers Protection Cyberattack Read President testimony 
2,car keys analogy article Cool 
3,Lessons learned ready government surveillance 
1,Harsh truth surveillance coming 
1,Sonecon Paul Stockton explains risk National Security system 
1,cost protect victims 
4,worse losing data Losing trust disastrous 
4,Federal headlines takes step restore system process security clearances 
0,COBOL database COBOL rage times end 
1,camilletuutti free tool stopped LabGuys 
1,free tool stopped 
1,free tool stopped 
1,Senate subcommittee turns OPM request upgrades hack 
1,Senate Committee Poised Upgrade Agency Anti Hacking Laws 
3,OPINION Time Federal Cybersecurity National Issue 
3,OPINION Time Federal Cybersecurity National Issue 
1,Senate Committee Poised Upgrade Agency Anti Hacking Laws 
1,OPM hack victims hit scams 
3,OPINION Time Federal Cybersecurity National Issue 
1,Senate Committee Poised Upgrade Agency Anti Hacking Laws 
3,Senate passes boost OPM 
1,Businesses Learn 
2,Guy Musings Train Wreck 
0,lost generation spies spies China Cover Blown 
3,bill strengthens DHS role federal cybersecurity 
1,Senate subcommittee turns OPM request upgrades hack 
0,Congress pay costs emergency appropriations http 
0,Congress pay costs emergency appropriations http 
1,Congress pay costs emergency appropriations 
2,good side effect awareness FedGov user access 
1,mulls pulling 
1,agency plundered Chinese hackers made dumbest security moves 
1,Businesses Learn OPM Security Breach 
4,gov audit shows vulnerable 
3,Massive Congress Continues Stall Bill 
2,Banks tinker biometrics response breaches 
2,editorial problem urgent 
1,Keeping Informed Cybersecurity 
2,car keys analogy article Cool 
4,Stolen Identity Victims USG fucking math 
3,CIA worried American spies working Bejing diplomatic cover wake 
3,CIA worried American spies working Bejing diplomatic cover wake 
4,believed hack occurred mos ago CIA data change 
4,Lots consequences focusing risk integrity data 
3,government information fall wrong hands 
1,free tool stopped 
4,Stolen Identity Victims USG fucking math 
2,car keys analogy article Cool 
0,realize responsible destabilizing South China Sea suppressin 
0,realize responsible destabilizing South China Sea suppressing human rights 
2,Retaliate Absolutely 
3,people affected dyed wool Liberals LifeLock Amazing Obamaadmin eat 
4,worse predicted week post Crime Criminal Cover https 
4,Surely EMOTSMILEY 
3,people affected dyed wool Liberals LifeLock Amazing Obamaadmin eat 
1,mulls pulling 
4,Big data analytics possibilities Stolen OPM data frightening 
2,car keys analogy article Cool 
1,case missed live listen discusses report lessons learned http 
1,focused recommendations victims protect 
3,great talk fed 
2,car keys analogy article Cool 
4,Fears Data Stolen Chinese Hacker Identify Spies 
2,car keys analogy article Cool 
2,car keys analogy article Cool 
0,Obama administration decides blame publicly 
2,started assumption lost appears true investigation fumbling 
1,Admiral Mike Rogers NSA Cyber Command expect 
2,car keys analogy article Cool 
2,car keys analogy article Cool 
3,Massive Continues Stall 
2,Lost Generation spies Officials Encryption Mistake 
2,Retaliate Absolutely 
2,definition act war declare war prevention response 
3,Massive Continues Stall 
3,OPM staffed feckless boobs 
3,OPM staffed feckless boobs 
1,identity revealed dollar approved 
3,NICS failures phrase government competency evermore oxymoron 
4,food thought Execs face chop hit data breach 
3,OPM Takes Steps Finding Contractor Notify Victims 
4,food thought Execs face chop hit data breach 
4,received letter information compromised 
4,information compromised 
4,Shit Gov Data Stolen Identify Spies 
2,Retaliate Absolutely 
4,ham Social Security upgraded Windows years ago 
0,BlogsofWar elected officials openly talk things Ahem 
0,Blew Cover Officials Fear files frightening 
0,BlogsofWar elected officials openly talk things Ahem 
1,fix Allen fmr stronger deterrence 
0,BlogsofWar elected officials openly talk things Ahem 
0,BlogsofWar elected officials openly talk things Ahem 
0,BlogsofWar elected officials openly talk things Ahem 
2,Retaliate Absolutely 
0,elected officials openly talk things Ahem 
1,EXCLUSIVE Entire national security system possibly compromised year long cyber assault 
2,Retaliate Absolutely 
2,Retaliate Absolutely 
2,Retaliate Absolutely 
2,Retaliate Absolutely 
2,Retaliate Absolutely 
2,Retaliate Absolutely 
2,Retaliate Absolutely 
2,Retaliate Absolutely 
2,definition act war declare war prevention response policy 
2,Retaliate Absolutely 
2,wake call opportunity educate workforce 
3,Chinese government cross references database database find 
4,Authorities notified million Americans personal stolen 
2,Whoa Senator SEAL Team Risk 
3,background investigations falsified 
0,Post blind bumbling technically inept govt 
0,American passivity encourages Chinese aggression 
4,Impact Adjudication Data Breach Intel Agents ODNI decli 
4,Feels enemies access data citizenry 
4,fix Allen fmr enhance focus personnel 
4,Umm yeah Fears Data Stolen Chinese Hacker Identify Spies 
2,Safe assume post email 
4,Fears Data Stolen Hacker Cld Identify Spies 
0, 
4,Clapper begrudgingly point trove info 
0, 
0,result China largest spy recruiting history 
0,largest gov breach history address 
0,largest gov breach history address 
0, 
0,largest gov breach history address 
1,fix Allen fmr ensure networks 
3,OPM Director Resignation Draws Mixed Reactions 
0,Safe assume post emails Chinese hands 
4,Clapper begrudgingly point trove info 
4,Developing fears data stolen Chinese hacker identify spies 
0,result China largest spy recruiting history 
0,Chinese intel analytics suss spies 
0,Chinese intel analytics suss spies 
0,Chinese intel analytics suss spies 
0,Chinese intel analytics suss spies 
0,Chinese intel analytics suss spies 
4,Fears Data Stolen Chinese Hacker Identify Spies 
1,fix Allen fmr restore integrity 
0,result China largest spy recruiting history 
0,result China largest spy recruiting history 
0,result China largest spy recruiting history 
0,result China largest spy recruiting history 
3,Intelligence Professionals Day Honoring courage sacrifice Suggestion WTF 
0,wearing hoodie care Obama veto extension benefits victims 
0,result China largest spy recruiting history 
0,result China largest spy recruiting history 
3,Massive Continues Stall 
3,desensitised smaller Census Bureau 
0,wearing hoodie care Obama veto extension benefits victims 
1,Cyber insecurity addressed 
4,Shit Gov Data Stolen Identify Spies 
3,Intelligence Professionals Day Honoring courage sacrifice Suggestion WTF 
2,fix Allen fmr private sector architecture 
4,Data breach Office Personnel Management blow cover working overseas 
4,Data breach Office Personnel Management blow cover working overseas 
4,Fears Data Stolen Chinese Hacker Identify Spies 
4,Fears Data Stolen Chinese Hacker Identify Spies 
0,mentioned evidence USG proves China 
1,Cyber insecurity addressed 
1,Cybersecurity protect Basic Cyber Hygiene FFS Nat Sec Breach needed 
1,Obama veto extension benefits victims Protect Americans Privacy Protect Ameri 
0,Obama veto extension benefits victims Protect Americans Privacy 
1,takes steps hiring contractor notify hack victims 
4,Clapper begrudgingly point trove info 
4,Clapper begrudgingly point trove info 
4,Clapper begrudgingly point trove info 
3,Massive Continues Stall 
4,Clapper begrudgingly point trove info 
3,desensitised smaller Census Bureau 
3,desensitised smaller Census Bureau 
3,Massive Continues Stall 
4,Congress criticizing automakers protecting remote access rich light 
4,fun summer 
4,fun summer 
2,classified HTC supposed private server biz email 
3,worry people gov Iran protect nuke computers sabotage 
2,kudos wake 
4,forget countless Patriots entire lives history stolen 
0,Mike Leiter good news outsourced clearance process China Ouch 
0,Mike Leiter good news outsourced clearance process China Ouch 
0,Mike Leiter good news outsourced clearance process China Ouch 
0,Mike Leiter good news outsourced clearance process China Ouch 
0,Mike Leiter good news outsourced clearance process China Ouch 
0,Mike Leiter good news outsourced clearance process China Ouch 
0,Mike Leiter good news outsourced clearance process China Ouch 
3,alarm bells louder 
1,Cyberspace Dark Motivation Companies Baird Makes lame joke Patriotism 
3,told larger OPM working news organization 
1,scoop originated mobile hack 
2,problem marginalization effect 
1,submitted request contracting documents related recent credit monitoring insurance 
0,identity compromised http 
2,Meet Weapons Grade Nuclear Mat Expert Ponder 
1,CCHS blog post Remedying innovative policy response credit identity monitoring 
4,identity compromised 
1,OPM security clearance system sort kind online 
2,bad actors 
0,result China largest spy recruiting history 
3,great talk fed 
2,blame mirror America 
2,Bipartisan group Senators propose legislation increase DHS authority gov networks wake 
3,fixed OPM Restore Online Background Checks 
3,Lessons learned ready government surveillance 
4,Federal headlines takes step restore system process security clearances 
4,Federal headlines takes step restore system process security clearances 
4,Federal headlines takes step restore system process security clearances 
0,Congress feigns closing barn door 
4,Federal headlines takes step restore system process security clearances 
4,Federal headlines takes step restore system process security clearances 
3,Lessons learned ready government surveillance 
3,told people techno panic EXTRA panic 
3,Facebook Microsoft Apple Twitter Google affected hack expect hit government 
1,scoop originated mobile hack 
1,stop figure deep 
2,finally fully mushroomed DOOM 
3,Americans data stolen massive cyber breach government 
3,Appropriations OKs year credit monitoring feds affected extra OPM funding http 
1,Bill Grant Lifetime Credit Monitoring Victims 
3,Federal Breaches Explained 
3,Appropriations OKs year credit monitoring feds affected extra OPM funding 
1,Congress stalls bill holds hearings complains real action 
3,Lessons learned ready government surveillance 
3,Lessons learned ready government surveillance 
3,Lessons learned ready government surveillance 
4,Charles Allen fmr compromised countless ways 
3,smart thing elect people background checks leaked possibly blackmailed 
1,thought intelligent wrong appointed political appointee cyber exp 
4,hard imagine bigger cyber disaster extensions Includes member Congress CIA clearance 
3,Government insanely fucked solution fuck joke 
2,taking huge problem 
4,open blackmail extortion realistically give security clearances anymore 
1,major world biggest moron President national security problem 
4,Entire national security system compromised cyberattack 
4,Entire national security system compromised cyberattack 
3,told larger OPM working news organization 
1,Shit Sherlock Sec Stopped Gmail Sooner 
3,told larger OPM working news organization 
1,Reading Background Check System Back Online Security Tweaks 
3,puts QIP background check system back online 
4,Entire national security system compromised cyberattack 
3,straight government agencies audited systems 
4,thought head gig Bummer EMOTSMILEY 
4,Entire national security system compromised cyberattack 
1,Entire national security system possibly compromised year long cyber assault 
1,exposure half life yrs monitoring liability 
4,thought head gig Bummer EMOTSMILEY 
1,subcommittee OKs greater protections victims 
1,subcommittee OKs greater protections victims 
1,subcommittee OKs greater protections victims 
0,USG response largely muted continues distinguish economic theft btb state level espionage 
1,Harsh truth surveillance coming 
3,Federal Breaches Explained 
1,hack lawmakers protect dot gov domain 
1,hack lawmakers protect dot gov domain 
2,Good points raised article source 
4,make agencies contribute deficiencies 
1,Harsh truth surveillance coming 
1,Reading Declining Half Life Secrets 
1,Harsh truth surveillance coming 
1,Harsh truth surveillance coming 
1,Reading Declining Half Life Secrets 
1,Harsh truth surveillance coming 
1,Harsh truth surveillance coming 
0,Team Obama http 
1,Harsh truth surveillance coming 
1,Harsh truth surveillance coming 
1,Harsh truth surveillance coming 
4,case missed live listen discusses report lessons learned 
3,years shows governance 
1,case missed live listen discusses report lessons learned http 
3,great talk fed 
4,case missed live listen discusses report lessons learned 
3,years shows governance 
1,case missed live listen discusses report lessons learned http 
3,great talk fed 
4,case missed live listen discusses report lessons learned 
3,years shows governance 
1,case missed live listen discusses report lessons learned http 
3,great talk fed 
1,Background Check System Back Online Security Fix 
2,Gross Negligence 
2,Gross Negligence 
0,identity compromised http 
3,reasons easier makes spearfishing state criminal entities 
3,lesson data director 
4,Adm Rogers shows data 
3,people affected dyed wool Liberals LifeLock Amazing Obamaadmin eat 
4,real issue hand data personal data object national security 
4,Alters Rules Significant Entryways Found 
3,straight government agencies audited systems made 
